"gene","genotype","pattern","category","group"
"Vitvi02g04390","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi02g04397","Rpv12+1+3","EEU","LR","Group_IV"
"Vitvi02g04409","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00016","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00017","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00023","Rpv12+1+3","EED","LR","Group_IV"
"Vitvi03g00026","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00028","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00033","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00034","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00036","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00047","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g00050","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00052","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g00054","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00057","Rpv12+1+3","EDE","TRS","Group_III"
"Vitvi03g00063","Rpv12+1+3","UEU","CP","Group_II"
"Vitvi03g00064","Rpv12+1+3","EEE","EEE","Group_III"
"Vitvi03g00072","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00077","Rpv12+1+3","EUE","TRS","Group_III"
"Vitvi03g00080","Rpv12+1+3","EUE","TRS","Group_V"
"Vitvi03g00084","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g00088","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g00090","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00110","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00118","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g00119","Rpv12+1+3","UEU","CP","Group_V"
"Vitvi03g00120","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00122","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00124","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00125","Rpv12+1+3","DDE","IEV","Group_I"
"Vitvi03g00129","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00130","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00134","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00144","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00148","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g00164","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00170","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g00183","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00185","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00202","Rpv12+1+3","EEE","EEE","Group_III"
"Vitvi03g00206","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00207","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00209","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00211","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00214","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00217","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00221","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00223","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00227","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00234","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00242","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00247","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00248","Rpv12+1+3","EUU","ER","Group_VI"
"Vitvi03g00251","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00253","Rpv12+1+3","DED","CP","Group_II"
"Vitvi03g00258","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00262","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00263","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00267","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00268","Rpv12+1+3","EUE","TRS","Group_VI"
"Vitvi03g00274","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00284","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00292","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00298","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00302","Rpv12+1+3","UUE","IEV","Group_VI"
"Vitvi03g00306","Rpv12+1+3","EUE","TRS","Group_V"
"Vitvi03g00311","Rpv12+1+3","DED","CP","Group_II"
"Vitvi03g00312","Rpv12+1+3","EUE","TRS","Group_III"
"Vitvi03g00315","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00318","Rpv12+1+3","DDE","IEV","Group_VI"
"Vitvi03g00321","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00325","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00328","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00338","Rpv12+1+3","EDE","TRS","Group_IV"
"Vitvi03g00340","Rpv12+1+3","DDE","IEV","Group_I"
"Vitvi03g00352","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00353","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g00354","Rpv12+1+3","UEU","CP","Group_V"
"Vitvi03g00359","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00360","Rpv12+1+3","DEE","IEV","Group_IV"
"Vitvi03g00364","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g00365","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00369","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00379","Rpv12+1+3","UEU","CP","Group_VI"
"Vitvi03g00380","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00381","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00384","Rpv12+1+3","DDE","IEV","Group_I"
"Vitvi03g00388","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00394","Rpv12+1+3","UEU","CP","Group_V"
"Vitvi03g00398","Rpv12+1+3","EUE","TRS","Group_VI"
"Vitvi03g00405","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00407","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00413","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00414","Rpv12+1+3","EUU","ER","Group_VI"
"Vitvi03g00416","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00426","Rpv12+1+3","EUE","TRS","Group_III"
"Vitvi03g00433","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00447","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00455","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00475","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00481","Rpv12+1+3","EED","LR","Group_I"
"Vitvi03g00482","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00488","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00489","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00496","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g00500","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00508","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00509","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00517","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00519","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00527","Rpv12+1+3","UUE","IEV","Group_V"
"Vitvi03g00529","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00535","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00536","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00537","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00542","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00547","Rpv12+1+3","UUE","IEV","Group_VI"
"Vitvi03g00548","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00552","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00553","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00557","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00559","Rpv12+1+3","DED","CP","Group_VI"
"Vitvi03g00564","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g00566","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00568","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00569","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00581","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00586","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00597","Rpv12+1+3","DDE","IEV","Group_IV"
"Vitvi03g00598","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00600","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00601","Rpv12+1+3","EDE","TRS","Group_IV"
"Vitvi03g00606","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00610","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g00612","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00613","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00614","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00615","Rpv12+1+3","DED","CP","Group_V"
"Vitvi03g00623","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00626","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00628","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00629","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00630","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00638","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g00645","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00649","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00653","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g00661","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g00666","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g00673","Rpv12+1+3","DDE","IEV","Group_III"
"Vitvi03g00675","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g00676","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00677","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00678","Rpv12+1+3","EUE","TRS","Group_VI"
"Vitvi03g00692","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00699","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00700","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00702","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00707","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00708","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00712","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00713","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00717","Rpv12+1+3","DDE","IEV","Group_IV"
"Vitvi03g00721","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00723","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00735","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g00737","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00743","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00745","Rpv12+1+3","DDD","SCh","Group_IV"
"Vitvi03g00752","Rpv12+1+3","DDD","SCh","Group_IV"
"Vitvi03g00755","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00777","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00780","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00781","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g00783","Rpv12+1+3","UEE","IEV","Group_VI"
"Vitvi03g00786","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00790","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00791","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00792","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00806","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00814","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00819","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g00835","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g00841","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00842","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00844","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g00849","Rpv12+1+3","EUE","TRS","Group_I"
"Vitvi03g00851","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g00860","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g00874","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g00882","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00886","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00936","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g00954","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g00995","Rpv12+1+3","EUE","TRS","Group_VI"
"Vitvi03g01011","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01016","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01020","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01023","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g01040","Rpv12+1+3","EUE","TRS","Group_IV"
"Vitvi03g01059","Rpv12+1+3","EEU","LR","Group_III"
"Vitvi03g01066","Rpv12+1+3","EEE","EEE","Group_III"
"Vitvi03g01081","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01084","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01085","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01092","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01111","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01149","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01162","Rpv12+1+3","DEE","IEV","Group_IV"
"Vitvi03g01169","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01185","Rpv12+1+3","UEE","IEV","Group_III"
"Vitvi03g01196","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01198","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01200","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01213","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01232","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01249","Rpv12+1+3","EUE","TRS","Group_V"
"Vitvi03g01255","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g01258","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g01288","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01292","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01300","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01302","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01303","Rpv12+1+3","EEE","EEE","Group_IV"
"Vitvi03g01318","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g01333","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01334","Rpv12+1+3","EDE","TRS","Group_IV"
"Vitvi03g01336","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01337","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g01346","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01347","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01348","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01349","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g01350","Rpv12+1+3","DDE","IEV","Group_III"
"Vitvi03g01351","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01353","Rpv12+1+3","DDE","IEV","Group_IV"
"Vitvi03g01356","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g01357","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g01360","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01361","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g01363","Rpv12+1+3","DDE","IEV","Group_VI"
"Vitvi03g01364","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g01367","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01372","Rpv12+1+3","DEE","IEV","Group_I"
"Vitvi03g01373","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01374","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01380","Rpv12+1+3","UUU","SCh","Group_VI"
"Vitvi03g01384","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01388","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g01391","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01395","Rpv12+1+3","DEE","IEV","Group_III"
"Vitvi03g01396","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g01400","Rpv12+1+3","EUE","TRS","Group_VI"
"Vitvi03g01401","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g01402","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01433","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01434","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01448","Rpv12+1+3","DEE","IEV","Group_IV"
"Vitvi03g01449","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g01450","Rpv12+1+3","DDE","IEV","Group_IV"
"Vitvi03g01452","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01453","Rpv12+1+3","DDE","IEV","Group_IV"
"Vitvi03g01454","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g01456","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01457","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01458","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01461","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01467","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01469","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g01470","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01471","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g01477","Rpv12+1+3","DDE","IEV","Group_I"
"Vitvi03g01479","Rpv12+1+3","EEU","LR","Group_I"
"Vitvi03g01482","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01490","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01495","Rpv12+1+3","DDE","IEV","Group_VI"
"Vitvi03g01500","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g01517","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01520","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01524","Rpv12+1+3","UUE","IEV","Group_I"
"Vitvi03g01531","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01537","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01553","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g01555","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g01561","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01566","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01567","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01571","Rpv12+1+3","EDD","ER","Group_I"
"Vitvi03g01572","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01573","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01592","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01597","Rpv12+1+3","EED","LR","Group_III"
"Vitvi03g01613","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01614","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01615","Rpv12+1+3","EED","LR","Group_I"
"Vitvi03g01617","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01618","Rpv12+1+3","EEU","LR","Group_IV"
"Vitvi03g01621","Rpv12+1+3","EED","LR","Group_I"
"Vitvi03g01622","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g01625","Rpv12+1+3","DEE","IEV","Group_I"
"Vitvi03g01628","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01629","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01649","Rpv12+1+3","DDD","SCh","Group_IV"
"Vitvi03g01651","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g01654","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01659","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01681","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g01695","Rpv12+1+3","UUU","SCh","Group_IV"
"Vitvi03g01703","Rpv12+1+3","EEE","EEE","Group_III"
"Vitvi03g01723","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01727","Rpv12+1+3","EDD","ER","Group_VI"
"Vitvi03g01741","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g01743","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01759","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01760","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01763","Rpv12+1+3","DDD","SCh","Group_V"
"Vitvi03g01769","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01770","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01801","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01809","Rpv12+1+3","UUU","SCh","Group_IV"
"Vitvi03g01816","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01832","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01833","Rpv12+1+3","UUU","SCh","Group_VI"
"Vitvi03g01834","Rpv12+1+3","UUE","IEV","Group_VI"
"Vitvi03g01839","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g01840","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g01841","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g01842","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01849","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g01853","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g01872","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g04020","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g04029","Rpv12+1+3","DDE","IEV","Group_I"
"Vitvi03g04032","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g04033","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g04037","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g04039","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g04040","Rpv12+1+3","EEU","LR","Group_IV"
"Vitvi03g04047","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g04050","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g04051","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g04053","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g04055","Rpv12+1+3","EDD","ER","Group_IV"
"Vitvi03g04064","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g04079","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g04085","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g04087","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04088","Rpv12+1+3","DDE","IEV","Group_V"
"Vitvi03g04090","Rpv12+1+3","DEE","IEV","Group_V"
"Vitvi03g04097","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g04099","Rpv12+1+3","DEE","IEV","Group_IV"
"Vitvi03g04105","Rpv12+1+3","EDE","TRS","Group_I"
"Vitvi03g04111","Rpv12+1+3","UEE","IEV","Group_V"
"Vitvi03g04127","Rpv12+1+3","UUU","SCh","Group_V"
"Vitvi03g04143","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g04145","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g04147","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g04148","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g04152","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04157","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04159","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g04160","Rpv12+1+3","DED","CP","Group_V"
"Vitvi03g04162","Rpv12+1+3","EUU","ER","Group_VI"
"Vitvi03g04163","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g04165","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04167","Rpv12+1+3","DEE","IEV","Group_VI"
"Vitvi03g04171","Rpv12+1+3","EED","LR","Group_V"
"Vitvi03g04176","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04182","Rpv12+1+3","EDE","TRS","Group_VI"
"Vitvi03g04196","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g04197","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g04198","Rpv12+1+3","EEE","EEE","Group_VI"
"Vitvi03g04199","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04210","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04213","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04222","Rpv12+1+3","DEE","IEV","Group_III"
"Vitvi03g04223","Rpv12+1+3","DEE","IEV","Group_III"
"Vitvi03g04225","Rpv12+1+3","EDE","TRS","Group_V"
"Vitvi03g04226","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g04228","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04232","Rpv12+1+3","DED","CP","Group_VI"
"Vitvi03g04238","Rpv12+1+3","EDD","ER","Group_V"
"Vitvi03g04245","Rpv12+1+3","DED","CP","Group_V"
"Vitvi03g04246","Rpv12+1+3","DDE","IEV","Group_VI"
"Vitvi03g04266","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g04267","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04268","Rpv12+1+3","DDD","SCh","Group_VI"
"Vitvi03g04278","Rpv12+1+3","EEE","EEE","Group_V"
"Vitvi03g04289","Rpv12+1+3","DED","CP","Group_II"
"Vitvi03g04291","Rpv12+1+3","UUU","SCh","Group_I"
"Vitvi03g04295","Rpv12+1+3","UEE","IEV","Group_I"
"Vitvi03g04297","Rpv12+1+3","EED","LR","Group_VI"
"Vitvi03g04299","Rpv12+1+3","EEE","EEE","Group_II"
"Vitvi03g04302","Rpv12+1+3","EEU","LR","Group_V"
"Vitvi03g04312","Rpv12+1+3","UUE","IEV","Group_IV"
"Vitvi03g04325","Rpv12+1+3","UEE","IEV","Group_VI"
"Vitvi03g04346","Rpv12+1+3","EEU","LR","Group_VI"
"Vitvi03g04347","Rpv12+1+3","EEU","LR","Group_III"
